id,accession,organism,collection_date,country,host,isolation_source,coded_by,protein_id,taxon_id,isolate
1523,ACV60190.1,Human coronavirus OC43,2007-01-01 00:00:00,Sweden,Homo sapiens,,FJ647052.1:<1..>290,1,655,41056
1524,ACV60189.1,Human coronavirus OC43,2006-03-01 00:00:00,Sweden,Homo sapiens,,FJ647051.1:<1..>259,1,655,37272
1525,ACV60188.1,Human coronavirus OC43,2005-04-01 00:00:00,Sweden,Homo sapiens,,FJ647050.1:<1..>259,1,655,36453
1526,ACV60187.1,Human coronavirus OC43,2005-03-01 00:00:00,Sweden,Homo sapiens,,FJ647049.1:<1..>259,1,655,36428
1527,ACV60186.1,Human coronavirus OC43,2005-03-01 00:00:00,Sweden,Homo sapiens,,FJ647048.1:<1..>259,1,655,36405
1528,ACV60185.1,Human coronavirus OC43,2005-03-01 00:00:00,Sweden,Homo sapiens,,FJ647047.1:<1..>259,1,655,36370
1529,ACV60184.1,Human coronavirus OC43,2005-03-01 00:00:00,Sweden,Homo sapiens,,FJ647046.1:<1..>259,1,655,36331
1530,ACV60183.1,Human coronavirus OC43,2005-02-01 00:00:00,Sweden,Homo sapiens,,FJ647045.1:<1..>259,1,655,36252
1531,ACV60182.1,Human coronavirus OC43,2005-02-01 00:00:00,Sweden,Homo sapiens,,FJ647044.1:<1..>259,1,655,36149
1532,ACV60181.1,Human coronavirus OC43,2005-01-01 00:00:00,Sweden,Homo sapiens,,FJ647043.1:<1..>259,1,655,36088
1533,ACV60180.1,Human coronavirus OC43,2004-12-01 00:00:00,Sweden,Homo sapiens,,FJ647042.1:<1..>259,1,655,25190
1534,ACV60179.1,Human coronavirus OC43,2004-02-01 00:00:00,Sweden,Homo sapiens,,FJ647041.1:<1..>259,1,655,10644
1535,ACV60178.1,Human coronavirus OC43,2004-02-01 00:00:00,Sweden,Homo sapiens,,FJ647040.1:<1..>259,1,655,10632
1536,ACV60177.1,Human coronavirus OC43,2004-02-01 00:00:00,Sweden,Homo sapiens,,FJ647039.1:<1..>259,1,655,10629
1537,AMM42488.1,Human coronavirus OC43,2013-01-01 00:00:00,Malaysia,Homo sapiens,,KR055644.1:<1..>848,1,655,13MYKL1975
1538,AMM42487.1,Human coronavirus OC43,2013-01-01 00:00:00,Malaysia,Homo sapiens,,KR055643.1:<1..>848,1,655,13MYKL1758
1539,AMM42486.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055642.1:<1..>848,1,655,12MYKL1612
1540,AMM42485.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055641.1:<1..>848,1,655,12MYKL1484
1541,AMM42484.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055640.1:<1..>848,1,655,12MYKL1381
1542,AMM42483.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055639.1:<1..>848,1,655,12MYKL1140
1543,AMM42482.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055638.1:<1..>848,1,655,12MYKL1130
1544,AMM42481.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055637.1:<1..>819,1,655,12MYKL1057
1545,AMM42480.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055636.1:<1..>848,1,655,12MYKL1024
1546,AMM42479.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055635.1:<1..>848,1,655,12MYKL0945
1547,AMM42478.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055634.1:<1..>819,1,655,12MYKL0868
1548,AMM42477.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055633.1:<1..>848,1,655,12MYKL0781
1549,AMM42476.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055632.1:<1..>848,1,655,12MYKL0774
1550,AMM42475.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055631.1:<1..>848,1,655,12MYKL0760
1551,AMM42474.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055630.1:<1..>819,1,655,12MYKL0732
1552,AMM42473.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055629.1:<1..>848,1,655,12MYKL0710
1553,AMM42472.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055628.1:<1..>848,1,655,12MYKL0523
1554,AMM42471.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055627.1:<1..>848,1,655,12MYKL0464
1555,AMM42470.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055626.1:<1..>848,1,655,12MYKL0413
1556,AMM42469.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055625.1:<1..>819,1,655,12MYKL0236
1557,AMM42468.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055624.1:<1..>848,1,655,12MYKL0208
1558,AMM42467.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055623.1:<1..>848,1,655,12MYKL0043
1559,AMM42466.1,Human coronavirus OC43,2012-01-01 00:00:00,Malaysia,Homo sapiens,,KR055622.1:<1..>848,1,655,12MYKL0002
1560,AMK59677.1,Human coronavirus OC43,2011-08-20 00:00:00,United Kingdom,Homo sapiens,brain biopsy,KU131570.1:23642..27721,1,655,HCoV-OC43/UK/London/2011
1561,ALJ77697.1,Human coronavirus OC43,2009-01-01 00:00:00,China,Homo sapiens,nasal swab,KR607989.1:<1..>681,1,655,China/Beijing/2009/124-5
1562,ALJ77696.1,Human coronavirus OC43,2009-01-01 00:00:00,China,Homo sapiens,nasal swab,KR607988.1:<1..>681,1,655,China/Beijing/2009/124-4
1563,ALJ77695.1,Human coronavirus OC43,2009-01-01 00:00:00,China,Homo sapiens,nasal swab,KR607987.1:<1..>681,1,655,China/Beijing/2009/124-1
1564,ALJ77694.1,Human coronavirus OC43,2009-01-01 00:00:00,China,Homo sapiens,nasal swab,KR607986.1:<1..>681,1,655,China/Beijing/2009/124-2
1565,ALJ77693.1,Human coronavirus OC43,2009-01-01 00:00:00,China,Homo sapiens,nasal swab,KR607985.1:<1..>681,1,655,China/Beijing/2009/124-3
1566,AIV42011.1,Human coronavirus OC43,2010-09-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923925.1:23640..27716,1,655,10574/2010
1567,AIV42005.1,Human coronavirus OC43,2010-07-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923924.1:23640..27716,1,655,10290/2010
1568,AIV41999.1,Human coronavirus OC43,2008-10-01 00:00:00,China: Beijing,Homo sapiens,nasopharyngeal aspirate,KF923923.1:23640..27716,1,655,892A/2008
1569,AIV41993.1,Human coronavirus OC43,2009-03-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923922.1:23640..27716,1,655,8164/2009
1570,AIV41987.1,Human coronavirus OC43,2007-05-01 00:00:00,China: Beijing,Homo sapiens,nasopharyngeal aspirate,KF923921.1:23640..27716,1,655,69A/2007
1571,AIV41981.1,Human coronavirus OC43,2007-07-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923920.1:23640..27716,1,655,5617/2007
1572,AIV41975.1,Human coronavirus OC43,2007-07-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923919.1:23640..27716,1,655,5595/2007
1573,AIV41969.1,Human coronavirus OC43,2010-05-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923918.1:23640..27716,1,655,10108/2010
1574,AIV41963.1,Human coronavirus OC43,2007-06-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923917.1:23640..27716,1,655,5566/2007
1575,AIV41957.1,Human coronavirus OC43,2007-06-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923916.1:23640..27716,1,655,5519/2007
1576,AIV41951.1,Human coronavirus OC43,2007-06-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923915.1:23640..27716,1,655,5517/2007
1577,AIV41945.1,Human coronavirus OC43,2007-06-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923914.1:23640..27716,1,655,5508/2007
1578,AIV41939.1,Human coronavirus OC43,2007-06-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923913.1:23640..27716,1,655,5485/2007
1579,AIV41933.1,Human coronavirus OC43,2007-06-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923912.1:23640..27716,1,655,5484/2007
1580,AIV41927.1,Human coronavirus OC43,2007-06-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923911.1:23640..27716,1,655,5479/2007
1581,AIV41921.1,Human coronavirus OC43,2007-06-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923910.1:23640..27716,1,655,5445/2007
1582,AIV41915.1,Human coronavirus OC43,2007-06-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923909.1:23640..27716,1,655,5442/2007
1583,AIV41909.1,Human coronavirus OC43,2007-06-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923908.1:23640..27716,1,655,5414/2007
1584,AIV41903.1,Human coronavirus OC43,2007-05-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923907.1:23640..27716,1,655,5370/2007
1585,AIV41891.1,Human coronavirus OC43,2005-06-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923905.1:23640..27725,1,655,229/2005
1586,AIV41885.1,Human coronavirus OC43,2012-05-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923904.1:23640..27716,1,655,12694/2012
1587,AIV41879.1,Human coronavirus OC43,2012-05-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923903.1:23640..27716,1,655,12691/2012
1588,AIV41873.1,Human coronavirus OC43,2012-05-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923902.1:23640..27716,1,655,12689/2012
1589,AIV41867.1,Human coronavirus OC43,2007-06-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923901.1:23640..27716,1,655,5472/2007
1590,AIV41855.1,Human coronavirus OC43,2006-09-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923899.1:23640..27725,1,655,3582/2006
1591,AIV41849.1,Human coronavirus OC43,2012-03-01 00:00:00,China: Beijing,Homo sapiens,nasopharyngeal aspirate,KF923898.1:23640..27728,1,655,3184A/2012
1592,AIV41843.1,Human coronavirus OC43,2012-06-01 00:00:00,China: Beijing,Homo sapiens,nasopharyngeal aspirate,KF923897.1:23640..27716,1,655,3269A/2012
1593,AIV41831.1,Human coronavirus OC43,2010-07-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923895.1:23640..27734,1,655,10285/2010
1594,AIV41825.1,Human coronavirus OC43,2007-05-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923894.1:23640..27716,1,655,5352/2007
1595,AIV41819.1,Human coronavirus OC43,2010-07-01 00:00:00,China: Beijing,Homo sapiens,nasopharyngeal aspirate,KF923893.1:23640..27716,1,655,2151A/2010
1596,AIV41813.1,Human coronavirus OC43,2007-05-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923892.1:23640..27716,1,655,5345/2007
1597,AIV41801.1,Human coronavirus OC43,2007-04-01 00:00:00,China: Beijing,Homo sapiens,nasopharyngeal aspirate,KF923890.1:23640..27716,1,655,39A/2007
1598,AIV41795.1,Human coronavirus OC43,2006-03-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF923889.1:23640..27728,1,655,1926/2006
1599,AIV41783.1,Human coronavirus OC43,2010-04-01 00:00:00,China: Beijing,Homo sapiens,nasopharyngeal aspirate,KF923887.1:23640..27728,1,655,1997A/2010
1600,AIV41777.1,Human coronavirus OC43,2010-03-01 00:00:00,China: Beijing,Homo sapiens,nasopharyngeal aspirate,KF923886.1:23640..27728,1,655,1908A/2010
1601,AIL49549.1,Human coronavirus OC43,2009-08-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF572869.1:1..4077,1,655,8942_09
1602,AIL49520.1,Human coronavirus OC43,2012-02-01 00:00:00,China: Beijing,Homo sapiens,nasopharyngeal aspirate,KF572840.1:1..4086,1,655,3098A_12
1603,AIL49509.1,Human coronavirus OC43,2011-09-01 00:00:00,China: Beijing,Homo sapiens,nasal and throat swab,KF572829.1:1..4077,1,655,11930_11
1604,AIL49495.1,Human coronavirus OC43,2009-04-01 00:00:00,China: Beijing,Homo sapiens,nasopharyngeal aspirate,KF572815.1:1..4077,1,655,1489A_09
1605,AKA09665.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077127.1:<1..>795,1,655,TN96_12-7
1606,AKA09664.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077126.1:<1..>795,1,655,TN87_1-25
1607,AKA09663.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077125.1:<1..>816,1,655,TN97_1-4
1608,AKA09662.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077124.1:<1..>816,1,655,TN97_1-5
1609,AKA09661.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077123.1:<1..>816,1,655,TN96_5-6
1610,AKA09660.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077122.1:<1..>816,1,655,TN96_12-48
1611,AKA09659.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077121.1:<1..>816,1,655,TN95_1-18
1612,AKA09658.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077120.1:<1..>807,1,655,TN93_1-48
1613,AKA09657.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077119.1:<1..>813,1,655,TN91_1-58
1614,AKA09656.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077118.1:<1..>813,1,655,TN91_1-11
1615,AKA09655.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077117.1:<1..>813,1,655,TN91_2-6
1616,AKA09654.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077116.1:<1..>813,1,655,TN91_1-38
1617,AKA09653.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077115.1:<1..>813,1,655,TN90_1-54
1618,AKA09652.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077114.1:<1..>813,1,655,TN92_5-1
1619,AKA09651.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077113.1:<1..>816,1,655,TN91_3-29
1620,AKA09650.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077112.1:<1..>816,1,655,TN91_1-66
1621,AKA09649.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077111.1:<1..>816,1,655,TN91_2-11
1622,AKA09648.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077110.1:<1..>816,1,655,TN91_2-36
1623,AKA09647.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077109.1:<1..>816,1,655,TN91_2-10
1624,AKA09646.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077108.1:<1..>807,1,655,TN85_2-6
1625,AKA09645.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077107.1:<1..>795,1,655,TN95_1-15
1626,AKA09644.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077106.1:<1..>795,1,655,TN95_3-23
1627,AKA09643.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077105.1:<1..>795,1,655,TN92_11-43
1628,AKA09642.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077104.1:<1..>795,1,655,TN94_1-72
1629,AKA09641.1,Human coronavirus OC43,,USA,Homo sapiens,,KM077103.1:<1..>795,1,655,TN87_3-16
1630,Q8BB25.1,Porcine hemagglutinating encephalomyelitis virus (strain 67N),,,Sus scrofa (Pig),,,1,657,Porcine hemagglutinating encephalomyelitis virus (strain 67N)
1631,Q8JSP8.1,Porcine hemagglutinating encephalomyelitis virus (strain IAF-404),,,Sus scrofa (Pig),,,1,658,Porcine hemagglutinating encephalomyelitis virus (strain IAF-404)
1632,AZU96230.1,Yak coronavirus,2017-01-01 00:00:00,China,yak,,MH741424.1:1..4092,1,659,YAK/HY24/CH/2017
1633,YP_009113025.1,Betacoronavirus HKU24,2012-05-17 00:00:00,China,Rattus norvegicus (Norway rat),,NC_026011.1:23777..27853,1,661,HKU24-R05005I
1634,AJA91217.1,Betacoronavirus HKU24,2012-05-17 00:00:00,China,Rattus norvegicus (Norway rat),,KM349744.1:23777..27853,1,661,HKU24-R05010I
1635,AJA91207.1,Betacoronavirus HKU24,2012-05-17 00:00:00,China,Rattus norvegicus (Norway rat),,KM349743.1:23777..27853,1,661,HKU24-R05009I
1636,AJA91196.1,Betacoronavirus HKU24,2012-05-17 00:00:00,China,Rattus norvegicus (Norway rat),,KM349742.1:23777..27853,1,661,HKU24-R05005I
1637,Q5MQD0.1,Human coronavirus HKU1 (isolate N1),,,Homo sapiens (Human),,,1,663,Human coronavirus HKU1 (isolate N1)
1638,Q14EB0.1,Human coronavirus HKU1 (isolate N2),,,Homo sapiens (Human),,,1,664,Human coronavirus HKU1 (isolate N2)
1639,Q0ZME7.1,Human coronavirus HKU1 (isolate N5),,,Homo sapiens (Human),,,1,665,Human coronavirus HKU1 (isolate N5)
1640,ACN89760.1,Murine coronavirus inf-MHV-A59,,USA: Pennsylvania,Mus musculus,,FJ647225.1:23904..27878,1,668,inf-MHV-A59
1641,ACN89742.1,Murine coronavirus MHV-1,,USA: Pennsylvania,Mus musculus,,FJ647223.1:23873..27964,1,669,MHV-1
1642,ACN89743.1,Murine coronavirus MHV-3,,USA: Pennsylvania,Mus musculus,,FJ647224.1:23883..28016,1,670,MHV-3
1643,ACN89763.1,Murine coronavirus MHV-JHM.IA,,USA: Pennsylvania,Mus musculus,,FJ647226.1:23918..28048,1,671,MHV-JHM.IA
1644,ACN89689.1,Murine coronavirus RA59/R13,2006-01-01 00:00:00,USA: Pennsylvania,Mus musculus,,FJ647218.1:23906..27880,1,672,RA59/R13
1645,ACN89712.1,Murine coronavirus RA59/SJHM,,USA: Pennsylvania,Mus musculus,,FJ647220.1:28823..29074,1,673,RA59/SJHM
1646,ACN89705.1,Murine coronavirus RA59/SJHM,,USA: Pennsylvania,Mus musculus,,FJ647220.1:23890..28020,1,673,RA59/SJHM
1647,ACN89722.1,Murine coronavirus repA59/RJHM,,USA: Pennsylvania,Mus musculus,,FJ647221.1:23901..28031,1,674,repA59/RJHM
1648,ACN89777.1,Murine coronavirus repJHM/RA59,,USA: Pennsylvania,Mus musculus,,FJ647227.1:23879..27853,1,675,repJHM/RA59
1649,ACN89696.1,Murine coronavirus RJHM/A,,USA: Pennsylvania,Mus musculus,,FJ647219.1:23896..28026,1,676,RJHM/A
1650,ACN89723.1,Murine coronavirus SA59/RJHM,,USA: Pennsylvania,Mus musculus,,FJ647222.1:23896..27870,1,677,SA59/RJHM
1651,AAF19386.1,Murine hepatitis virus strain 2,,,,,AF201929.1:23755..27840,1,680,MHV-2
1652,P22432.1,Murine hepatitis virus strain 4,,,Mus musculus (Mouse),,,1,682,Murine hepatitis virus strain 4
1653,P11224.2,Murine hepatitis virus strain A59,,,Mus musculus (Mouse),,,1,683,Murine hepatitis virus strain A59
1654,ACO72893.1,Murine hepatitis virus strain A59,,USA: Pennsylvania,mouse,,FJ884687.1:23909..27883,1,683,A59
1655,ACO72886.1,Murine hepatitis virus strain A59,,USA: Pennsylvania,mouse,,FJ884686.1:28686..28937,1,683,A59
1656,ACO72884.1,Murine hepatitis virus strain A59,,USA: Pennsylvania,mouse,,FJ884686.1:23909..27883,1,683,A59
1657,P11225.1,Murine hepatitis virus strain JHM,,,Mus musculus (Mouse),,,1,685,Murine hepatitis virus strain JHM
1658,YP_209233.1,Murine hepatitis virus strain JHM,,,,,AC_000192.1:23940..28070,1,685,Murine hepatitis virus strain JHM
1659,Q02385.1,Murine hepatitis virus strain JHMV / variant CL-2,,,Mus musculus (Mouse),,,1,686,Murine hepatitis virus strain JHMV / variant CL-2
1660,AAF68923.1,Murine hepatitis virus strain ML-11,,,,,AF207902.1:23756..27841,1,687,ML-11
1661,AFD97607.1,Murine hepatitis virus strain S/3239-17,,,,,JQ173883.1:23933..28018,1,689,MHV/S/3239-17
1662,YP_003029848.1,Rat coronavirus Parker,,,rat,,NC_012936.1:23891..27973,1,692,Parker
1663,ACT11042.1,Rat coronavirus Parker,,,rat,,FJ938068.1:23891..27973,1,692,Parker
1664,Q9IKD1.1,Rat coronavirus (strain 681),,,Rattus norvegicus (Rat),,,1,693,Rat coronavirus (strain 681)
1665,AAF97738.1,Rat sialodacryoadenitis coronavirus,,,,,AF207551.1:2303..6385,1,695,SDAV-681
1666,ATI09449.1,Camel coronavirus HKU23,2015-01-01 00:00:00,United Arab Emirates,camel,nasopharyngeal swab,MF593476.1:23479..27579,1,697,camel/Abu Dhabi/B101
1667,ALA50080.1,Camel coronavirus HKU23,2015-03-01 00:00:00,Saudi Arabia,camel,,KT368891.1:23645..27745,1,697,camel/Riyadh/Ry123/2015
1668,AID16631.1,Longquan Aa mouse coronavirus,2011-01-01 00:00:00,China,Apodemus agrarius,,KF294357.1:23376..27449,1,698,Longquan-343
1669,AID16661.1,Longquan Rl rat coronavirus,2011-01-01 00:00:00,China,Niviventer confucianus,,KF294372.1:23280..27377,1,699,Longquan-708
1670,AID16655.1,Longquan Rl rat coronavirus,2013-01-01 00:00:00,China,Rattus losea,,KF294371.1:23224..27273,1,699,Longquan-370
1671,AID16649.1,Longquan Rl rat coronavirus,2013-01-01 00:00:00,China,Rattus tanezumi,,KF294370.1:23224..27273,1,699,Longquan-189
1672,YP_005454245.1,Rabbit coronavirus HKU14,2006-01-01 00:00:00,China,Oryctolagus cuniculus,,NC_017083.1:23793..27881,1,700,HKU14-1
1673,AFE48827.1,Rabbit coronavirus HKU14,2007-01-01 00:00:00,China,Oryctolagus cuniculus,,JN874562.1:23593..27684,1,700,HKU14-10
1674,AFE48817.1,Rabbit coronavirus HKU14,2007-01-01 00:00:00,China,Oryctolagus cuniculus,,JN874561.1:23789..27880,1,700,HKU14-8
1675,AFE48805.1,Rabbit coronavirus HKU14,2007-01-01 00:00:00,China,Oryctolagus cuniculus,,JN874560.1:23802..27893,1,700,HKU14-3
1676,AFE48795.1,Rabbit coronavirus HKU14,2006-01-01 00:00:00,China,Oryctolagus cuniculus,,JN874559.1:23793..27881,1,700,HKU14-1
1677,YP_009072440.1,Bat Hp-betacoronavirus/Zhejiang2013,2013-04-29 00:00:00,China,Hipposideros pratti,,NC_025217.1:23563..27516,1,703,Zhejiang2013
1678,AIL94216.1,Bat Hp-betacoronavirus/Zhejiang2013,2013-04-29 00:00:00,China,Hipposideros pratti,,KF636752.1:23563..27516,1,703,Zhejiang2013
1679,YP_009513010.1,Betacoronavirus Erinaceus/VMC/DEU/2012,2012-01-01 00:00:00,Germany,Erinaceus europaeus,feces,NC_039207.1:21610..25602,1,708,ErinaceusCoV/2012-174/GER/2012
1680,AGX27799.1,Betacoronavirus Erinaceus/VMC/DEU/2012,2012-01-01 00:00:00,Germany,Erinaceus europaeus,feces,KC545383.1:21610..25602,1,708,ErinaceusCoV/2012-174/GER/2012
1681,AGX27810.1,Betacoronavirus Erinaceus/VMC/DEU/2012,2012-01-01 00:00:00,Germany,Erinaceus europaeus,feces,KC545386.1:21637..25629,1,708,ErinaceusCoV/2012-216/GER/2012
1682,K9N5Q8.1,Betacoronavirus England 1,,,Camelus dromedarius (Dromedary) (Arabian camel),,,1,710,Betacoronavirus England 1
1683,YP_007188579.1,Betacoronavirus England 1,2012-09-11 00:00:00,United Kingdom,Homo sapiens,,NC_038294.1:21455..25516,1,710,England 1
1684,AFY13307.1,Betacoronavirus England 1,2012-09-11 00:00:00,United Kingdom,Homo sapiens,,KC164505.2:21455..25516,1,710,England 1
1685,AHY61337.1,BtVs-BetaCoV/SC2013,,China,Vespertilio superans,,KJ473821.1:21811..25779,1,711,BtVs-BetaCoV/SC2013
1686,AGY29650.2,Coronavirus Neoromicia/PML-PHE1/RSA/2011,2011-01-01 00:00:00,South Africa,Neoromicia capensis,,KC869678.4:21470..25504,1,712,Neoromicia/PML-PHE1/RSA/2011
1687,AGO06003.1,Human betacoronavirus 2c EMC/2012,2012-01-01 00:00:00,Qatar,Homo sapiens,broncho alveolar lavage,KC875821.1:<2205..>2629,1,713,Essen
1688,AGO06002.1,Human betacoronavirus 2c EMC/2012,2012-01-01 00:00:00,Qatar,Homo sapiens,broncho alveolar lavage,KC875821.1:<1968..>2104,1,713,Essen
1689,AFS88936.1,Human betacoronavirus 2c EMC/2012,2012-06-13 00:00:00,,Homo sapiens,,JX869059.2:21456..25517,1,713,HCoV-EMC
1690,AGG22542.1,Human betacoronavirus 2c England-Qatar/2012,2012-09-19 00:00:00,United Kingdom: England,Homo sapiens,patient who had recently travelled to Qatar,KC667074.1:21456..25517,1,714,England/Qatar/2012
1691,AHY21469.1,Human betacoronavirus 2c Jordan-N3/2012,,,,mammalian cell line Vero CCL81,KJ614529.1:21441..25502,1,715,Jordan-N3/2012
1692,AGH58717.1,Human betacoronavirus 2c Jordan-N3/2012,2012-04-01 00:00:00,Jordan,Homo sapiens,bronchial wash,KC776174.1:21410..25471,1,715,Jordan-N3/2012
1693,ABN10875.1,Bat coronavirus HKU5-1,,China: Guangdong province,bat,,EF065509.1:21735..25793,1,717,LMH03f
1694,ABN10884.1,Bat coronavirus HKU5-2,,China: Guangdong province,bat,,EF065510.1:21725..25798,1,718,TT03f
1695,ABN10893.1,Bat coronavirus HKU5-3,,China: Guangdong province,bat,,EF065511.1:21725..25798,1,719,TT06f
1696,ABN10902.1,Bat coronavirus HKU5-5,,China: Guangdong province,bat,,EF065512.1:21725..25798,1,720,TT07f
1697,AIA62343.1,BtPa-BetaCoV/GD2013,2013-01-01 00:00:00,China,Pipistrellus abramus,,KJ473820.1:21734..25795,1,721,BtPa-GD2013
1698,Q0Q4F2.1,Bat coronavirus (BtCoV/133/2005),,,Tylonycteris pachypus (Lesser bamboo bat),,,1,723,Bat coronavirus (BtCoV/133/2005)
1699,ABG47052.1,Bat coronavirus (BtCoV/133/2005),,,,,DQ648794.1:21584..25636,1,723,BtCoV/133/2005
1700,ABN10839.1,Bat coronavirus HKU4-1,,China: Guangdong province,bat,,EF065505.1:21570..25628,1,724,B04f
1701,ABN10848.1,Bat coronavirus HKU4-2,,China: Guangdong province,bat,,EF065506.1:21570..25628,1,725,B05f
1702,ABN10857.1,Bat coronavirus HKU4-3,,China: Guangdong province,bat,,EF065507.1:21570..25628,1,726,B07f
1703,ABN10866.1,Bat coronavirus HKU4-4,,China: Guangdong province,bat,,EF065508.1:21600..25658,1,727,LMH1f
1704,AIA62352.1,BtTp-BetaCoV/GX2012,2012-01-01 00:00:00,China,Tylonycteris pachypus,,KJ473822.1:21537..25595,1,728,BtTp-GX2012
1705,QGA70702.1,Erinaceus hedgehog coronavirus HKU31,2014-08-01 00:00:00,China,Erinaceus amurensis,Alimentary sample,MK907287.1:21442..25425,1,730,Rs13
1706,QGA70692.1,Erinaceus hedgehog coronavirus HKU31,2014-08-01 00:00:00,China,Erinaceus amurensis,Alimentary sample,MK907286.1:21442..25425,1,730,F6
1707,ASL68953.1,Hypsugo bat coronavirus HKU25,2014-05-08 00:00:00,China,Hypsugo pulveratus,anal swab,KX442565.1:21817..25857,1,731,NL140462
1708,ASL68941.1,Hypsugo bat coronavirus HKU25,2013-09-14 00:00:00,China,Hypsugo pulveratus,anal swab,KX442564.1:21817..25857,1,731,YD131305
